x,y,hh_id,hh_pop,villagename,latitude,longitude,region_nam,region_cod,constituen,constitue1,ea_type,ea_subtype,ea_type_co,ea_subty_1,ea_code,ea,id2,sq_m,sq_km,ha,status,ea_no,_a_subtype,region,constitue,_a_no,hh_size,pop_size,comments,history,eanumber,arm2,eanumber2,eas_studya,eas_stud_1,eas_stud_2,eas_stud_3,eas_stud_4,eas_stud_5,eas_stud_6,eas_stud_7,eas_stud_8,eas_stud_9,eas_stud10,eas_stud11,eas_stud12,eas_stud13,eas_stud14,eas_stud15,eas_stud16,eas_stud17,eas_stud18,eas_stud19,eas_stud20,eas_stud21,eas_stud22,eas_stud23,eas_stud24,eas_stud25,eas_stud26,eas_stud27,eas_stud28,ea_actual,intarm_actual,eas_stud31,eas_stud32,eas_stud33,eas_stud34,eas_stud35,eas_stud36,eas_stud37
23.75808,-18.247326,ZA05-0402-09,4,Kacilamupepo,-18.24733,23.75808,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.885508,-18.18681,ZA05-0403-08,7,Maunga,-18.18681,23.885509,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.932434,-18.147764,ZA05-0403-08,4,Manyando,-18.14776,23.93243,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.932201,-18.147024,ZA05-0404-07,0,Manyando,-18.14702,23.932199,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.885254,-18.186106,ZA05-0404-07,3,Mwanakagubu,-18.18611,23.88525,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.848606,-18.238596,ZA05-0404-07,3,Mbilajwe,-18.2386,23.84861,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,10599046,Communal Land,Caprivi,Linyanti,10599046,86,417,,,10599046,4,10599046,130,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,Communal Land,Caprivi,Linyanti,10599046,86,417,,,1,0,0,0,131,RO35,RO,35,Communal Land,10599046,10599046,4,10599046,matched (3)
23.848116,-18.24073,ZA05-0405-06,3,Mbilajwe,-18.24073,23.84812,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,10599046,Communal Land,Caprivi,Linyanti,10599046,86,417,,,10599046,4,10599046,130,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,Communal Land,Caprivi,Linyanti,10599046,86,417,,,1,0,0,0,131,RO35,RO,35,Communal Land,10599046,10599046,4,10599046,matched (3)
23.932314,-18.147579,ZA05-0405-06,1,Manyando,-18.147579,23.93231,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.883339,-18.184195,ZA05-0405-06,7,Mabakuli,-18.184191,23.883341,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,10599026,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,0,,110,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,19,95,95,111,,,,Communal Land,10599026,0,0,,matched (3)
23.931911,-18.147327,ZA05-0406-05,4,Manyando,-18.147329,23.93191,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.845743,-18.238792,ZA05-0406-05,2,Mbilajwe,-18.238791,23.845739,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,10599046,Communal Land,Caprivi,Linyanti,10599046,86,417,,,10599046,4,10599046,130,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,Communal Land,Caprivi,Linyanti,10599046,86,417,,,1,0,0,0,131,RO35,RO,35,Communal Land,10599046,10599046,4,10599046,matched (3)
23.829689,-18.242645,ZA05-0406-05,4,Ground zero,-18.242649,23.829691,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,10599046,Communal Land,Caprivi,Linyanti,10599046,86,417,,,10599046,4,10599046,130,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,Communal Land,Caprivi,Linyanti,10599046,86,417,,,1,0,0,0,131,RO35,RO,35,Communal Land,10599046,10599046,4,10599046,matched (3)
23.886768,-18.186405,ZA05-0406-05,3,Mambakuli,-18.186411,23.88677,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.887402,-18.186396,ZA05-0407-04,5,Mambakuli,-18.186399,23.8874,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.825632,-18.244736,ZA05-0407-04,3,Inkakusire village,-18.24474,23.82563,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,10599046,Communal Land,Caprivi,Linyanti,10599046,86,417,,,10599046,4,10599046,130,Caprivi,1,5,Linyanti,Rural,,99,,46,10599046,258,4413181.5,4.4099998,441.32001,,Communal Land,Caprivi,Linyanti,10599046,86,417,,,1,0,0,0,131,RO35,RO,35,Communal Land,10599046,10599046,4,10599046,matched (3)
23.934383,-18.145508,ZA05-0407-04,5,Costa rica,-18.14551,23.93438,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.74258,-18.249638,ZA05-0417-02,7,Masabelo,-18.24964,23.74258,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,10599026,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,0,,110,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,19,95,95,111,,,,Communal Land,10599026,0,0,,matched (3)
23.706223,-18.251806,ZA05-0418-01,5,Kalimukwa village,-18.25181,23.706221,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,10599042,Communal Land,Caprivi,Linyanti,10599042,105,432,,,10599042,1,10599042,126,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,Communal Land,Caprivi,Linyanti,10599042,105,432,,,1,5,11.57407,12,127,TO24,TO,24,Communal Land,10599042,10599042,1,10599042,matched (3)
23.706203,-18.25132,ZA05-0419-10,6,Kalimukwa village,-18.25132,23.7062,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,10599042,Communal Land,Caprivi,Linyanti,10599042,105,432,,,10599042,1,10599042,126,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,Communal Land,Caprivi,Linyanti,10599042,105,432,,,1,5,11.57407,12,127,TO24,TO,24,Communal Land,10599042,10599042,1,10599042,matched (3)
23.704943,-18.251377,ZA05-0420-07,4,Kalimukwa village,-18.251381,23.704941,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,10599042,Communal Land,Caprivi,Linyanti,10599042,105,432,,,10599042,1,10599042,126,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,Communal Land,Caprivi,Linyanti,10599042,105,432,,,1,5,11.57407,12,127,TO24,TO,24,Communal Land,10599042,10599042,1,10599042,matched (3)
23.778179,-17.813391,ZA05-0421-06,6,Makanga,-17.813391,23.778179,Caprivi,1,5,Linyanti,Rural,,99,,21,10599021,233,428481.25,.43000001,42.849998,,10599021,Communal Land,Caprivi,Linyanti,10599021,59,222,,,0,0,,105,Caprivi,1,5,Linyanti,Rural,,99,,21,10599021,233,428481.25,.43000001,42.849998,,Communal Land,Caprivi,Linyanti,10599021,59,222,,,0,0,0,0,106,,,,Communal Land,10599021,0,0,,matched (3)
23.717649,-17.83132,ZA05-0422-05,6,Kansoko,-17.83132,23.717649,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,10599017,Communal Land,Caprivi,Linyanti,10599017,91,398,,,0,0,,101,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,Communal Land,Caprivi,Linyanti,10599017,91,398,,,1,0,0,0,102,,,,Communal Land,10599017,0,0,,matched (3)
23.71909,-17.830441,ZA05-0423-04,2,Kansoko,-17.830441,23.71909,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,10599017,Communal Land,Caprivi,Linyanti,10599017,91,398,,,0,0,,101,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,Communal Land,Caprivi,Linyanti,10599017,91,398,,,1,0,0,0,102,,,,Communal Land,10599017,0,0,,matched (3)
23.719103,-17.831188,ZA05-0424-03,5,Kansoko,-17.83119,23.719101,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,10599017,Communal Land,Caprivi,Linyanti,10599017,91,398,,,0,0,,101,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,Communal Land,Caprivi,Linyanti,10599017,91,398,,,1,0,0,0,102,,,,Communal Land,10599017,0,0,,matched (3)
23.719126,-17.830612,ZA05-0425-02,2,Kansoko,-17.83061,23.71913,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,10599017,Communal Land,Caprivi,Linyanti,10599017,91,398,,,0,0,,101,Caprivi,1,5,Linyanti,Rural,,99,,17,10599017,229,6183666.5,6.1799998,618.37,,Communal Land,Caprivi,Linyanti,10599017,91,398,,,1,0,0,0,102,,,,Communal Land,10599017,0,0,,matched (3)
23.798639,-18.270462,ZA05-0426-01,16,Sipango Village,-18.27046,23.798639,Caprivi,1,5,Linyanti,Rural,,99,,45,10599045,257,4381080,4.3800001,438.10999,,10599045,Communal Land,Caprivi,Linyanti,10599045,93,439,,,0,0,,129,Caprivi,1,5,Linyanti,Rural,,99,,45,10599045,257,4381080,4.3800001,438.10999,,Communal Land,Caprivi,Linyanti,10599045,93,439,,,0,0,0,0,130,,,,Communal Land,10599045,0,0,,matched (3)
23.800737,-18.258257,ZA05-0427-10,3,Chachala 2,-18.258261,23.800739,Caprivi,1,5,Linyanti,Rural,,99,,45,10599045,257,4381080,4.3800001,438.10999,,10599045,Communal Land,Caprivi,Linyanti,10599045,93,439,,,0,0,,129,Caprivi,1,5,Linyanti,Rural,,99,,45,10599045,257,4381080,4.3800001,438.10999,,Communal Land,Caprivi,Linyanti,10599045,93,439,,,0,0,0,0,130,,,,Communal Land,10599045,0,0,,matched (3)
23.757626,-18.244755,ZA05-0428-09,2,Limombo Village,-18.244761,23.757629,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.758821,-18.24469,ZA05-0429-08,9,Limombo,-18.24469,23.75882,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.743467,-18.250767,ZA05-0431-04,6,Kachilamupepo,-18.250771,23.743469,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.758385,-18.244703,ZA05-0432-03,4,Wuyeni village,-18.244699,23.75839,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.757652,-18.246653,ZA05-0433-02,6,Kankilamupepo,-18.246651,23.75765,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,10599043,Communal Land,Caprivi,Linyanti,10599043,41,266,,,10599043,2,10599043,127,Caprivi,1,5,Linyanti,Rural,,99,,43,10599043,255,2399843.3,2.4000001,239.98,,Communal Land,Caprivi,Linyanti,10599043,41,266,,,1,0,0,0,128,TV05,TV,5,Communal Land,10599043,10599043,2,10599043,matched (3)
23.792273,-18.282341,ZA05-0434-01,8,Hakapuku,-18.282339,23.792271,Caprivi,1,5,Linyanti,Rural,,99,,44,10599044,256,1687113.9,1.6900001,168.71001,,10599044,Communal Land,Caprivi,Linyanti,10599044,76,369,,,0,0,,128,Caprivi,1,5,Linyanti,Rural,,99,,44,10599044,256,1687113.9,1.6900001,168.71001,,Communal Land,Caprivi,Linyanti,10599044,76,369,,,1,0,0,0,129,,,,Communal Land,10599044,0,0,,matched (3)
23.894514,-17.947363,ZA05-0435-10,3,Malumatau,-17.947359,23.89451,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,10599026,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,0,,110,Caprivi,1,5,Linyanti,Rural,,99,,26,10599026,238,2469180928,2469.1799,246918.09,,Communal Land,Caprivi,Linyanti,10599026,51,200,,,0,19,95,95,111,,,,Communal Land,10599026,0,0,,matched (3)
24.017817,-18.076164,ZA05-0436-09,6,Linyanti,-18.07616,24.01782,Caprivi,1,5,Linyanti,Urban,,99,,53,10599053,211,1438780.1,1.4400001,143.88,,10599053,Linyantint,Caprivi,Linyanti,10599053,85,311,,,10599053,2,10599053,83,Caprivi,1,5,Linyanti,Urban,,99,,53,10599053,211,1438780.1,1.4400001,143.88,,Linyantint,Caprivi,Linyanti,10599053,85,311,,,0,0,0,0,84,TV16,TV,16,Linyantint,10599053,10599053,2,10599053,matched (3)
24.019274,-18.075764,ZA05-0437-08,3,Linyanti,-18.07576,24.01927,Caprivi,1,5,Linyanti,Urban,,99,,53,10599053,211,1438780.1,1.4400001,143.88,,10599053,Linyantint,Caprivi,Linyanti,10599053,85,311,,,10599053,2,10599053,83,Caprivi,1,5,Linyanti,Urban,,99,,53,10599053,211,1438780.1,1.4400001,143.88,,Linyantint,Caprivi,Linyanti,10599053,85,311,,,0,0,0,0,84,TV16,TV,16,Linyantint,10599053,10599053,2,10599053,matched (3)
24.023098,-18.074196,ZA05-0438-07,9,Llnnant combined school,-18.0742,24.0231,Caprivi,1,5,Linyanti,Urban,,99,,54,10599054,212,3905665.3,3.9100001,390.57001,,10599054,Linyantint,Caprivi,Linyanti,10599054,80,282,,,0,0,,84,Caprivi,1,5,Linyanti,Urban,,99,,54,10599054,212,3905665.3,3.9100001,390.57001,,Linyantint,Caprivi,Linyanti,10599054,80,282,,,0,0,0,0,85,,,,Linyantint,10599054,0,0,,matched (3)
23.947605,-18.130526,ZA05-0439-06,0,Sipopo,-18.130529,23.947599,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.947769,-18.130064,ZA05-0440-03,1,Sipopo,-18.13006,23.947769,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.947598,-18.13175,ZA05-0441-02,3,Sipopo,-18.13175,23.947599,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.946012,-18.132143,ZA05-0442-01,6,Nachisangani,-18.132139,23.946011,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.945724,-18.132181,ZA05-0443-10,1,Nachisangani,-18.132179,23.945721,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,10599050,Communal Land,Caprivi,Linyanti,10599050,80,334,,,10599050,3,10599050,134,Caprivi,1,5,Linyanti,Rural,,99,,50,10599050,262,4611126.5,4.6100001,461.10999,,Communal Land,Caprivi,Linyanti,10599050,80,334,,,0,1,2.99401,3,135,RV07,RV,7,Communal Land,10599050,10599050,3,10599050,matched (3)
23.90308,-18.174757,ZA05-0444-09,4,Nkasa,-18.174761,23.90308,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.924992,-18.150461,ZA05-0445-08,3,Munyaule,-18.150459,23.92499,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.924664,-18.150688,ZA05-0446-07,4,Munyaule,-18.15069,23.92466,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.925522,-18.151302,ZA05-0447-06,4,Munyaule,-18.1513,23.92552,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.932451,-18.147593,ZA05-0448-05,4,Munyaule,-18.147591,23.932449,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,10599049,Communal Land,Caprivi,Linyanti,10599049,73,295,,,10599049,4,10599049,133,Caprivi,1,5,Linyanti,Rural,,99,,49,10599049,261,5485909.5,5.4899998,548.59003,,Communal Land,Caprivi,Linyanti,10599049,73,295,,,1,2,6.7796602,7,134,RO50,RO,50,Communal Land,10599049,10599049,4,10599049,matched (3)
23.884634,-18.186417,ZA05-0449-04,5,Maunga,-18.18642,23.88463,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.883932,-18.186846,ZA05-0450-10,6,Maunga,-18.18685,23.88393,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.884342,-18.186907,ZA05-0451-09,4,Maunga,-18.186911,23.88434,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.885181,-18.186886,ZA05-0452-08,5,Maunga,-18.18689,23.88518,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,10599056,Communal Land,Caprivi,Linyanti,10599056,58,269,,,10599056,1,10599056,137,Caprivi,1,5,Linyanti,Rural,,99,,56,10599056,265,145801248,145.8,14580.12,,Communal Land,Caprivi,Linyanti,10599056,58,269,,,0,5,18.58736,19,138,TO51,TO,51,Communal Land,10599056,10599056,1,10599056,matched (3)
23.694538,-18.257301,ZA05-0455-05,8,Choto village,-18.257299,23.69454,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,10599042,Communal Land,Caprivi,Linyanti,10599042,105,432,,,10599042,1,10599042,126,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,Communal Land,Caprivi,Linyanti,10599042,105,432,,,1,5,11.57407,12,127,TO24,TO,24,Communal Land,10599042,10599042,1,10599042,matched (3)
23.695168,-18.256855,ZA05-0456-04,4,Choto village,-18.256861,23.695169,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,10599042,Communal Land,Caprivi,Linyanti,10599042,105,432,,,10599042,1,10599042,126,Caprivi,1,5,Linyanti,Rural,,99,,42,10599042,254,3332481,3.3299999,333.25,,Communal Land,Caprivi,Linyanti,10599042,105,432,,,1,5,11.57407,12,127,TO24,TO,24,Communal Land,10599042,10599042,1,10599042,matched (3)
