x,y,hh_id,hh_pop,villagename,latitude,longitude,region_nam,region_cod,constituen,constitue1,ea_type,ea_subtype,ea_type_co,ea_subty_1,ea_code,ea,id2,sq_m,sq_km,ha,status,ea_no,_a_subtype,region,constitue,_a_no,hh_size,pop_size,comments,history,eanumber,arm2,eanumber2,eas_studya,eas_stud_1,eas_stud_2,eas_stud_3,eas_stud_4,eas_stud_5,eas_stud_6,eas_stud_7,eas_stud_8,eas_stud_9,eas_stud10,eas_stud11,eas_stud12,eas_stud13,eas_stud14,eas_stud15,eas_stud16,eas_stud17,eas_stud18,eas_stud19,eas_stud20,eas_stud21,eas_stud22,eas_stud23,eas_stud24,eas_stud25,eas_stud26,eas_stud27,eas_stud28,ea_actual,intarm_actual,eas_stud31,eas_stud32,eas_stud33,eas_stud34,eas_stud35,eas_stud36,eas_stud37
23.397495,-17.771175,ZA04-0001-05,5,Kalubi,-17.77117,23.39749,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,10499009,Communal Land,Caprivi,Kongola,10499009,75,314,,,10499009,4,10499009,75,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,Communal Land,Caprivi,Kongola,10499009,75,314,,,1,10,31.84713,32,76,RO29,RO,29,Communal Land,10499009,10499009,4,10499009,matched (3)
23.396976,-17.770866,ZA04-0002-04,7,Kalubi,-17.77087,23.39698,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399235,-17.770304,ZA04-0003-03,5,Betele,-17.7703,23.39924,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.400196,-17.769669,ZA04-0004-02,7,Mbomande,-17.76967,23.4002,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.400188,-17.769083,ZA04-0005-01,7,Mbomande,-17.769079,23.40019,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.400579,-17.768633,ZA04-0006-10,4,Mbomande,-17.768629,23.400579,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.400085,-17.768513,ZA04-0007-09,5,New york,-17.768511,23.400089,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.399734,-17.76804,ZA04-0008-08,1,New york,-17.76804,23.399731,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.399721,-17.767866,ZA04-0009-07,2,New york,-17.76787,23.399719,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.399733,-17.767897,ZA04-0010-04,1,New york,-17.7679,23.399731,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.398531,-17.766766,ZA04-0011-03,6,Mbomande,-17.766769,23.398529,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.40143,-17.762794,ZA04-0012-02,7,Lusabe,-17.762791,23.40143,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.399399,-17.754625,ZA04-0013-01,4,Sesheke,-17.754629,23.399401,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399183,-17.754641,ZA04-0014-10,5,Sesheke,-17.754641,23.399179,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.400057,-17.754206,ZA04-0015-09,4,Sesheke,-17.75421,23.400061,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.400352,-17.754335,ZA04-0016-08,4,Sesheke,-17.754339,23.400351,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399633,-17.755133,ZA04-0017-07,9,Sesheke,-17.755131,23.39963,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.3999,-17.755722,ZA04-0018-06,6,Sesheke,-17.75572,23.3999,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399582,-17.755743,ZA04-0019-05,3,Sesheke,-17.755739,23.39958,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399532,-17.755943,ZA04-0020-02,4,Sesheke,-17.755939,23.39953,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399109,-17.756124,ZA04-0021-01,5,Sesheke,-17.756121,23.399111,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.403622,-17.751301,ZA04-0022-10,1,Nilikali,-17.751301,23.40362,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.403034,-17.751059,ZA04-0023-09,5,Nilikali,-17.75106,23.40303,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.403284,-17.750273,ZA04-0024-08,3,Lichaba,-17.750271,23.40328,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.403051,-17.749559,ZA04-0025-07,1,Shangwe,-17.749559,23.403049,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.402712,-17.750921,ZA04-0026-06,5,Kandiyana 2,-17.750919,23.40271,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.400738,-17.753777,ZA04-0027-05,7,Sesheke,-17.75378,23.40074,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.401155,-17.753752,ZA04-0028-04,4,Sesheke,-17.75375,23.40115,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.400263,-17.75429,ZA04-0029-03,3,Sesheke,-17.75429,23.400261,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399626,-17.754364,ZA04-0030-10,7,Sesheke,-17.75436,23.39963,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397436,-17.771563,ZA04-0031-09,3,Bupilo,-17.771561,23.39744,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,10499009,Communal Land,Caprivi,Kongola,10499009,75,314,,,10499009,4,10499009,75,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,Communal Land,Caprivi,Kongola,10499009,75,314,,,1,10,31.84713,32,76,RO29,RO,29,Communal Land,10499009,10499009,4,10499009,matched (3)
23.39772,-17.771673,ZA04-0032-08,3,Bupilo,-17.771669,23.39772,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,10499009,Communal Land,Caprivi,Kongola,10499009,75,314,,,10499009,4,10499009,75,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,Communal Land,Caprivi,Kongola,10499009,75,314,,,1,10,31.84713,32,76,RO29,RO,29,Communal Land,10499009,10499009,4,10499009,matched (3)
23.397762,-17.771132,ZA04-0033-07,1,Bupilo,-17.77113,23.39776,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,10499009,Communal Land,Caprivi,Kongola,10499009,75,314,,,10499009,4,10499009,75,Caprivi,1,4,Kongola,Rural,,99,,9,10499009,203,5151511.5,5.1500001,515.15002,,Communal Land,Caprivi,Kongola,10499009,75,314,,,1,10,31.84713,32,76,RO29,RO,29,Communal Land,10499009,10499009,4,10499009,matched (3)
23.39934,-17.770695,ZA04-0034-06,16,Betelehema,-17.7707,23.39934,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.399927,-17.769972,ZA04-0035-05,4,New york,-17.76997,23.399929,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.397484,-17.768698,ZA04-0036-04,4,Mbomande,-17.7687,23.39748,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397959,-17.768299,ZA04-0037-03,3,Mbomande,-17.768299,23.397961,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397921,-17.767262,ZA04-0038-02,5,Mbomande,-17.76726,23.397921,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397568,-17.766994,ZA04-0039-01,7,Mbomande,-17.766991,23.39757,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397797,-17.766834,ZA04-0040-08,5,Mbomande,-17.76683,23.3978,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397438,-17.766413,ZA04-0041-07,3,Mbomande,-17.766411,23.39744,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397766,-17.766621,ZA04-0042-06,5,Mbomande,-17.766621,23.39777,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.397844,-17.766384,ZA04-0043-05,3,Mbomande,-17.76638,23.39784,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.39863,-17.76606,ZA04-0044-04,0,Mbomande,-17.76606,23.39863,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.398273,-17.766525,ZA04-0045-03,5,Mbomande,-17.766529,23.39827,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.398098,-17.76663,ZA04-0046-02,1,Mbomande,-17.76663,23.3981,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.401924,-17.762302,ZA04-0047-01,2,Lusabe,-17.7623,23.40192,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.402386,-17.762178,ZA04-0048-10,5,Lusabe,-17.76218,23.40239,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,10499010,Communal Land,Caprivi,Kongola,10499010,65,246,,,10499010,4,10499010,76,Caprivi,1,4,Kongola,Rural,,99,,10,10499010,204,29421628,29.42,2942.1599,,Communal Land,Caprivi,Kongola,10499010,65,246,,,0,26,105.69106,106,77,RO15,RO,15,Communal Land,10499010,10499010,4,10499010,matched (3)
23.398287,-17.752756,ZA04-0049-09,1,Sesheke,-17.75276,23.398291,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.399361,-17.751417,ZA04-0050-05,2,Sesheke,-17.751419,23.399361,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.398918,-17.751152,ZA04-0051-04,9,Sesheke,-17.75115,23.39892,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.400955,-17.752228,ZA04-0052-03,5,Sesheke,-17.75223,23.400961,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.40258,-17.751589,ZA04-0053-02,1,Sesheke,-17.751591,23.40258,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.402443,-17.75201,ZA04-0054-01,2,Sesheke,-17.75201,23.402439,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.402496,-17.752148,ZA04-0055-10,2,Sesheke,-17.75215,23.4025,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
23.403219,-17.751539,ZA04-0056-09,7,Sesheke,-17.751539,23.403219,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,10499008,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,0,,74,Caprivi,1,4,Kongola,Rural,,99,,8,10499008,202,27223396,27.219999,2722.3401,,Communal Land,Caprivi,Kongola,10499008,84,423,,,0,3,7.0921998,7,75,,,,Communal Land,10499008,0,0,,matched (3)
