Longitude,Latitude
-122.375782893042,37.8289895118355
-122.375799917264,37.8269269770768
-122.373315428988,37.8318174894831
-122.37564478037,37.8278050011492
-122.376130132872,37.8271998899297
-122.377653651947,37.8287034371648
-122.3762619,37.8290951
-122.37308635,37.82545765
-122.367347278202,37.8176546162535
-122.377924361901,37.8259053201018
-122.371780157693,37.8286780002128
-122.3732602009,37.8255925350092
-122.373089668854,37.8283712925256
-122.370992799035,37.8113940369283
-122.37130977117,37.8290314811989
-122.3723723,37.8244753
-122.372044259249,37.8297905671231
-122.37283045,37.82484425
-122.372831271598,37.8286818703266
-122.368858993704,37.8291480853775
-122.371843423954,37.8290363980524
-122.366851709195,37.8238712099975
-122.377455318496,37.82597577385
-122.373383083789,37.8292731229591
-122.372077551186,37.8246195672528
-122.37236105,37.8246631
-122.36976881632,37.8237586407375
-122.378197172091,37.8263280247831
-122.372244957054,37.829186351789
-122.37259810854,37.8244134670164
-122.369721179837,37.8213503142289
-122.372492508515,37.8301435056927
-122.373052284051,37.8256486121015
-122.36850105521,37.8256221774201
-122.372607895556,37.828366216545
-122.3732307,37.82578375
-122.378042590759,37.8278876280298
-122.378012426867,37.8272003780053
-122.372784894287,37.8297575194277
-122.372529195565,37.8294941902917
-122.361148474139,37.8088991938095
-122.368981048018,37.8105380331907
-122.369944612891,37.810309343209
-122.37173452893,37.8162839574673
-122.368892885277,37.824558100867
-122.368704080733,37.8242861829174
-122.368516825636,37.8240133982109
-122.368610568317,37.8241515288146
-122.36476495,37.8190716
-122.369116034462,37.8249577176342
-122.368030813452,37.8229036773542
-122.371110136452,37.8305048908971
-122.364452719037,37.8228147364722
-122.358477344695,37.8152615830491
-122.368713594197,37.8200339099811
-122.363527261928,37.8125769369238
-122.363670014121,37.8128732280664
-122.363853192842,37.81324029623
-122.364052649289,37.8133957534057
-122.3644115,37.81329245
-122.3645111,37.8131308
-122.363762346219,37.8130631922918
-122.362469049485,37.8080130765602
-122.36310829414,37.8095755988721
-122.363096790641,37.8092244969902
-122.368847512269,37.8108336992165
-122.366763161009,37.8097280686579
-122.369366626196,37.8101087780027
-122.365804639139,37.8097607511282
-122.366506799007,37.8096207949236
-122.3669854522,37.8098888478951
-122.366964464153,37.8095835520351
-122.367435720631,37.8099069901755
-122.367180637114,37.8097563103086
-122.363036074721,37.8099885856865
-122.368519600054,37.8113235880835
-122.361759874264,37.811124391496
-122.367929420509,37.8107527831411
-122.370382705862,37.8118136964153
-122.370124724594,37.8115131565865
-122.368113056632,37.8109906008922
-122.366639219951,37.8112643998086
-122.36306555541,37.8102538718226
-122.361341872654,37.8081429738641
-122.361597862955,37.8098484694177
-122.361680694814,37.8121121285484
-122.362016938914,37.8102100543796
-122.36321795,37.8135934
-122.3615973,37.8082859
-122.362280756073,37.8071827745961
-122.36188335,37.8086947
-122.364174,37.8126269
-122.362313124935,37.8082460919759
-122.364204493933,37.8111842049251
-122.369408891427,37.8086392321703
-122.362994176516,37.8135126220953
-122.3613233,37.81261835
-122.365098242254,37.8095251826983
-122.366073418634,37.8097989749665
-122.361893782655,37.8101674994887
-122.36855925,37.80943415
-122.364151740438,37.8112416375341
-122.371010969135,37.8107195330015
-122.362334674836,37.8072953948056
-122.361601314611,37.808088677414
-122.369486334932,37.8111685368712
-122.3688068,37.8100671
-122.361547014723,37.8080819774498
-122.364099836523,37.8127864693603
-122.36298455,37.8136371
-122.361198074347,37.8100042924735
-122.3619152326,37.8089183343603
-122.363150388345,37.8100580255904
-122.36133085,37.81049565
-122.3616955,37.80880445
-122.369074574122,37.8112701026038
-122.361314521899,37.8104284385086
-122.361779882968,37.8101359479438
-122.361293221089,37.8103541368346
-122.361582721023,37.8097112912132
-122.3618461158,37.8104496327308
-122.361759376019,37.8084937560788
-122.36559925,37.80963425
-122.36187597634,37.8088144533242
-122.365522108085,37.8097470290936
-122.362172069378,37.8102987527352
-122.36153975,37.80819395
-122.36159973831,37.8098873753506
-122.365463816513,37.8095576456683
-122.361530323663,37.8090450967357
-122.368116494611,37.8108129546162
-122.36885740182,37.8096583149492
-122.367856653213,37.8099770216721
-122.364289073227,37.8128005207159
-122.365270612913,37.8095319149215
-122.36246294507,37.8107460787941
-122.363377116046,37.8086998151881
-122.364247442167,37.8115650656794
-122.361511207874,37.8085499262945
-122.361305421545,37.8102800948843
-122.366434166561,37.8090744975829
-122.363673688099,37.8105221795584
-122.369455380284,37.8105748797248
-122.366120411335,37.8088616105431
-122.36224585,37.80729795
-122.367546354736,37.8103967975853
-122.369326037502,37.8108590714031
-122.370520619452,37.8107471029884
-122.36522285498,37.8096494918904
-122.362665383676,37.813750580468
-122.372979541552,37.8184424844536
-122.372183072292,37.8181252160383
-122.372399635301,37.8187256322996
-122.370053949373,37.8192135379356
-122.370527220029,37.8196252765247
-122.367855379573,37.8257887870876
-122.366775878214,37.8272017946686
-122.366955854393,37.8267816626642
-122.368373541395,37.8251365385163
-122.36650314695,37.8273076649606
-122.366687744465,37.8275675335826
-122.366326306444,37.8270405621801
-122.366554820808,37.8269427756647
-122.370670650317,37.831129920306
-122.368464482571,37.8301717756698
-122.369974074996,37.8305070933419
-122.369982495837,37.8301583962883
-122.369250500309,37.8300832229882
-122.369851756271,37.8299755100886
-122.370592730108,37.8309460085205
-122.3701958143,37.8307485021041
-122.370252194313,37.8304187817355
-122.36999165,37.83128595
-122.37034305,37.83058735
-122.368199120137,37.8299079388564
-122.37024415,37.8311826
-122.36832395,37.8293501
-122.370303381847,37.8304877532246
-122.37043795,37.8310847
-122.36832055,37.82985785
-122.36747012504,37.8291824400442
-122.367563041386,37.8289469756515
-122.370647625525,37.8309213439646
-122.3704729736,37.8167142691198
-122.370256223914,37.8168555637863
-122.370071806853,37.8169139894431
-122.361908936536,37.8106925453371
-122.366959451756,37.8182851873431
-122.366667784807,37.8187284620046
-122.36709075,37.81855075
